COMMON_NAME,SCIENTIFIC_NAME,TipLabel,class,order,family,adult_body_mass_g,female_body_mass_g,male_body_mass_g
Grey-capped Pygmy Woodpecker,Dendrocopos canicapillus,Dendrocopos_canicapillus,Aves,Piciformes,Picidae,25,24,22
Crimson-breasted Woodpecker,Dendrocopos cathpharius,Dendrocopos_cathpharius,Aves,Piciformes,Picidae,35,27,35
Darjeeling Woodpecker,Dendrocopos darjellensis,Dendrocopos_darjellensis,Aves,Piciformes,Picidae,75,67,75
Arabian Woodpecker,Dendrocopos dorae,Dendrocopos_dorae,Aves,Piciformes,Picidae,19.5,-999,-999
Himalayan Woodpecker,Dendrocopos himalayensis,Dendrocopos_himalayensis,Aves,Piciformes,Picidae,73,63,73
Rufous-bellied Woodpecker,Dendrocopos hyperythrus,Dendrocopos_hyperythrus,Aves,Piciformes,Picidae,47.5,46,47.5
Japanese Pygmy Woodpecker,Dendrocopos kizuki,Dendrocopos_kizuki,Aves,Piciformes,Picidae,19.2,-999,-999
White-winged Woodpecker,Dendrocopos leucopterus,Dendrocopos_leucopterus,Aves,Piciformes,Picidae,67,-999,-999
White-backed Woodpecker,Dendrocopos leucotos,Dendrocopos_leucotos,Aves,Piciformes,Picidae,117,117.5,116.25
Fulvous-breasted Woodpecker,Dendrocopos macei,Dendrocopos_macei,Aves,Piciformes,Picidae,45.5,45,45.5
Philippine Pygmy Woodpecker,Dendrocopos maculatus,Dendrocopos_maculatus,Aves,Piciformes,Picidae,25.15,-999,-999
Yellow-crowned Woodpecker,Dendrocopos mahrattensis,Dendrocopos_mahrattensis,Aves,Piciformes,Picidae,35,37,-999
Great Spotted Woodpecker,Dendrocopos major,Dendrocopos_major,Aves,Piciformes,Picidae,76.5,70.85,80
Middle Spotted Woodpecker,Dendrocopos medius,Dendrocopos_medius,Aves,Piciformes,Picidae,59,58.8,59.1
Lesser Spotted Woodpecker,Dendrocopos minor,Dendrocopos_minor,Aves,Piciformes,Picidae,20,21.5,21
Sunda Pygmy Woodpecker,Dendrocopos moluccensis,Dendrocopos_moluccensis,Aves,Piciformes,Picidae,17.125,16,-999
Brown-capped Pygmy Woodpecker,Dendrocopos nanus,Dendrocopos_nanus,Aves,Piciformes,Picidae,15.125,16,-999
-999,Dendrocopos obsoletus,Dendrocopos_obsoletus,Aves,Piciformes,Picidae,25,-999,-999
Sulu Pygmy Woodpecker,Dendrocopos ramsayi,Dendrocopos_ramsayi,Aves,Piciformes,Picidae,25.15,-999,-999
Syrian Woodpecker,Dendrocopos syriacus,Dendrocopos_syriacus,Aves,Piciformes,Picidae,77.875,74,79.5
Abyssinian Woodpecker,Dendropicos abyssinicus,Dendropicos_abyssinicus,Aves,Piciformes,Picidae,24.5,-999,-999
Little Grey Woodpecker,Dendropicos elachus,Dendropicos_elachus,Aves,Piciformes,Picidae,19,-999,19
Elliot's Woodpecker,Dendropicos elliotii,Mesopicos_elliotii,Aves,Piciformes,Picidae,36.6,-999,-999
Cardinal Woodpecker,Dendropicos fuscescens,Dendropicos_fuscescens,Aves,Piciformes,Picidae,29.8,27,26.5
Gabon Woodpecker,Dendropicos gabonensis,Dendropicos_gabonensis,Aves,Piciformes,Picidae,26,-999,-999
Olive Woodpecker,Dendropicos griseocephalus,Mesopicos_griseocephalus,Aves,Piciformes,Picidae,42,38,44
Melancholy Woodpecker,Dendropicos lugubris,Dendropicos_lugubris,Aves,Piciformes,Picidae,26,-999,-999
Bearded Woodpecker,Dendropicos namaquus,Thripias_namaquus,Aves,Piciformes,Picidae,82.5,-999,-999
Brown-backed Woodpecker,Dendropicos obsoletus,Dendrocopos_obsoletus,Aves,Piciformes,Picidae,21.35,18.6,18.6
Speckle-breasted Woodpecker,Dendropicos poecilolaemus,Dendropicos_poecilolaemus,Aves,Piciformes,Picidae,28.1,29.2,27
Fire-bellied Woodpecker,Dendropicos pyrrhogaster,Thripias_pyrrhogaster,Aves,Piciformes,Picidae,69,67,70
Eastern Grey Woodpecker,Dendropicos spodocephalus,Dendropicos_spodocephalus,Aves,Piciformes,Picidae,49.75,-999,-999
Stierling's Woodpecker,Dendropicos stierlingi,Dendropicos_stierlingi,Aves,Piciformes,Picidae,28,-999,-999
Black-rumped Flameback,Dinopium benghalense,Dinopium_benghalense,Aves,Piciformes,Picidae,107.5,-999,-999
Common Flameback,Dinopium javanense,Dinopium_javanense,Aves,Piciformes,Picidae,76.775,70.3,76.775
Olive-backed Woodpecker,Dinopium rafflesii,Dinopium_rafflesii,Aves,Piciformes,Picidae,102,-999,-999
Himalayan Flameback,Dinopium shorii,Dinopium_shorii,Aves,Piciformes,Picidae,101,101,-999
Helmeted Woodpecker,Dryocopus galeatus,Dryocopus_galeatus,Aves,Piciformes,Picidae,124,124,-999
Andaman Woodpecker,Dryocopus hodgei,Dryocopus_hodgei,Aves,Piciformes,Picidae,254.75,254.75,291.75
White-bellied Woodpecker,Dryocopus javensis,Dryocopus_javensis,Aves,Piciformes,Picidae,272.75,254.75,291.75
Lineated Woodpecker,Dryocopus lineatus,Dryocopus_lineatus,Aves,Piciformes,Picidae,198.8333333,186.5,202.5
Black Woodpecker,Dryocopus martius,Dryocopus_martius,Aves,Piciformes,Picidae,321,319,310.65
Pileated Woodpecker,Dryocopus pileatus,Dryocopus_pileatus,Aves,Piciformes,Picidae,303.875,274.35,307.25
Black-bodied Woodpecker,Dryocopus schulzi,Dryocopus_schulzi,Aves,Piciformes,Picidae,200,-999,200
Pale-headed Woodpecker,Gecinulus grantia,Gecinulus_grantia,Aves,Piciformes,Picidae,76.5,-999,-999
Bamboo Woodpecker,Gecinulus viridis,Gecinulus_viridis,Aves,Piciformes,Picidae,69.25,69.225,71.75
Ground Woodpecker,Geocolaptes olivaceus,Geocolaptes_olivaceus,Aves,Piciformes,Picidae,123.125,-999,119.75
Heart-spotted Woodpecker,Hemicircus canente,Hemicircus_canente,Aves,Piciformes,Picidae,43.5,-999,-999
Grey-and-buff Woodpecker,Hemicircus concretus,Hemicircus_concretus,Aves,Piciformes,Picidae,30.75,-999,-999
Red-throated Wryneck,Jynx ruficollis,Jynx_ruficollis,Aves,Piciformes,Picidae,52.2,51.15,54.1
Eurasian Wryneck,Jynx torquilla,Jynx_torquilla,Aves,Piciformes,Picidae,35.86666667,35.9,38.8
Black-and-buff Woodpecker,Meiglyptes jugularis,Meiglyptes_jugularis,Aves,Piciformes,Picidae,53.5,-999,-999
Buff-rumped Woodpecker,Meiglyptes tristis,Meiglyptes_tristis,Aves,Piciformes,Picidae,46.5,31.7,-999
Buff-necked Woodpecker,Meiglyptes tukki,Meiglyptes_tukki,Aves,Piciformes,Picidae,53.5,-999,-999
Golden-fronted Woodpecker,Melanerpes aurifrons,Melanerpes_aurifrons,Aves,Piciformes,Picidae,81.90833333,76.4,85.4
White-fronted Woodpecker,Melanerpes cactorum,Melanerpes_cactorum,Aves,Piciformes,Picidae,37.15,31.55,37.15
White Woodpecker,Melanerpes candidus,Melanerpes_candidus,Aves,Piciformes,Picidae,120,-999,111
Red-bellied Woodpecker,Melanerpes carolinus,Melanerpes_carolinus,Aves,Piciformes,Picidae,71.775,66,75.25
Golden-naped Woodpecker,Melanerpes chrysauchen,Melanerpes_chrysauchen,Aves,Piciformes,Picidae,57.55,51.5,58.6
Golden-cheeked Woodpecker,Melanerpes chrysogenys,Melanerpes_chrysogenys,Aves,Piciformes,Picidae,71,63.875,72.825
Yellow-tufted Woodpecker,Melanerpes cruentatus,Melanerpes_cruentatus,Aves,Piciformes,Picidae,58.3,54,59
Red-headed Woodpecker,Melanerpes erythrocephalus,Melanerpes_erythrocephalus,Aves,Piciformes,Picidae,71.6,80,-999
Yellow-fronted Woodpecker,Melanerpes flavifrons,Melanerpes_flavifrons,Aves,Piciformes,Picidae,63,53,63
Acorn Woodpecker,Melanerpes formicivorus,Melanerpes_formicivorus,Aves,Piciformes,Picidae,79.05,77.35,81.35
Guadeloupe Woodpecker,Melanerpes herminieri,Melanerpes_herminieri,Aves,Piciformes,Picidae,100,-999,-999
Hoffmann's Woodpecker,Melanerpes hoffmannii,Melanerpes_hoffmannii,Aves,Piciformes,Picidae,81.90833333,76.4,85.4
Grey-breasted Woodpecker,Melanerpes hypopolius,Melanerpes_hypopolius,Aves,Piciformes,Picidae,52.4,-999,52.4
Lewis's Woodpecker,Melanerpes lewis,Melanerpes_lewis,Aves,Piciformes,Picidae,113,98.35,113
Puerto Rican Woodpecker,Melanerpes portoricensis,Melanerpes_portoricensis,Aves,Piciformes,Picidae,62.75,57.325,64.15
Black-cheeked Woodpecker,Melanerpes pucherani,Melanerpes_pucherani,Aves,Piciformes,Picidae,66,59,66
Beautiful Woodpecker,Melanerpes pulcher,Melanerpes_pulcher,Aves,Piciformes,Picidae,57.55,51.5,58.6
Yucatan Woodpecker,Melanerpes pygmaeus,Melanerpes_pygmaeus,Aves,Piciformes,Picidae,43,44,45.25
Jamaican Woodpecker,Melanerpes radiolatus,Melanerpes_radiolatus,Aves,Piciformes,Picidae,112,-999,-999
Red-crowned Woodpecker,Melanerpes rubricapillus,Melanerpes_rubricapillus,Aves,Piciformes,Picidae,52.45,46.5,52.95
Hispaniolan Woodpecker,Melanerpes striatus,Melanerpes_striatus,Aves,Piciformes,Picidae,76.75,77.025,69.975
West Indian Woodpecker,Melanerpes superciliaris,Melanerpes_superciliaris,Aves,Piciformes,Picidae,84.2,70.7,84.75
Gila Woodpecker,Melanerpes uropygialis,Melanerpes_uropygialis,Aves,Piciformes,Picidae,65,62.4,68.65
Rufous Woodpecker,Micropternus brachyurus,Celeus_brachyurus,Aves,Piciformes,Picidae,88.4,70,-999
Ashy Woodpecker,Mulleripicus fulvus,Mulleripicus_fulvus,Aves,Piciformes,Picidae,-999,-999,-999
Sooty Woodpecker,Mulleripicus funebris,Mulleripicus_funebris,Aves,Piciformes,Picidae,164,-999,-999
Great Slaty Woodpecker,Mulleripicus pulverulentus,Mulleripicus_pulverulentus,Aves,Piciformes,Picidae,462,-999,-999
Antillean Piculet,Nesoctites micromegas,Nesoctites_micromegas,Aves,Piciformes,Picidae,33,34.35,29.925
White-headed Woodpecker,Picoides albolarvatus,Picoides_albolarvatus,Aves,Piciformes,Picidae,61.1,59.2,63
Black-backed Woodpecker,Picoides arcticus,Picoides_arcticus,Aves,Piciformes,Picidae,72,68,74.7
Arizona Woodpecker,Picoides arizonae,Picoides_arizonae,Aves,Piciformes,Picidae,44.05,44,43.75
Red-cockaded Woodpecker,Picoides borealis,Picoides_borealis,Aves,Piciformes,Picidae,48,47.2,48.55
American Three-toed Woodpecker,Picoides dorsalis,Picoides_dorsalis,Aves,Piciformes,Picidae,56.2,53,57.775
Smoky-brown Woodpecker,Picoides fumigatus,Picoides_fumigatus,Aves,Piciformes,Picidae,41.1,-999,-999
Nuttall's Woodpecker,Picoides nuttallii,Picoides_nuttallii,Aves,Piciformes,Picidae,38,36.8,39.3
Downy Woodpecker,Picoides pubescens,Picoides_pubescens,Aves,Piciformes,Picidae,27.5,28,27.55
Ladder-backed Woodpecker,Picoides scalaris,Picoides_scalaris,Aves,Piciformes,Picidae,30.6,30.15,33.825
Strickland's Woodpecker,Picoides stricklandi,Picoides_stricklandi,Aves,Piciformes,Picidae,38.1,42,38.1
Eurasian Three-toed Woodpecker,Picoides tridactylus,Picoides_tridactylus,Aves,Piciformes,Picidae,65.65,61.2,70.1
Hairy Woodpecker,Picoides villosus,Picoides_villosus,Aves,Piciformes,Picidae,65.875,62.6,69.8
Yellow-browed Woodpecker,Piculus aurulentus,Piculus_aurulentus,Aves,Piciformes,Picidae,75,-999,-999
Stripe-cheeked Woodpecker,Piculus callopterus,Piculus_callopterus,Aves,Piciformes,Picidae,69,-999,-999
Golden-green Woodpecker,Piculus chrysochloros,Piculus_chrysochloros,Aves,Piciformes,Picidae,89.5,-999,-999
Yellow-throated Woodpecker,Piculus flavigula,Piculus_flavigula,Aves,Piciformes,Picidae,60,170,185
White-throated Woodpecker,Piculus leucolaemus,Piculus_leucolaemus,Aves,Piciformes,Picidae,69,-999,-999
Lita Woodpecker,Piculus litae,Piculus_litae,Aves,Piciformes,Picidae,69,-999,-999
Rufous-winged Woodpecker,Piculus simplex,Piculus_simplex,Aves,Piciformes,Picidae,55,-999,-999
White-wedged Piculet,Picumnus albosquamatus,Picumnus_albosquamatus,Aves,Piciformes,Picidae,11.9,-999,-999
Bar-breasted Piculet,Picumnus aurifrons,Picumnus_aurifrons,Aves,Piciformes,Picidae,9.3,8.6,9.3
Plain-breasted Piculet,Picumnus castelnau,Picumnus_castelnau,Aves,Piciformes,Picidae,11.7,11.4,-999
White-barred Piculet,Picumnus cirratus,Picumnus_cirratus,Aves,Piciformes,Picidae,10.3,-999,-999
Ocellated Piculet,Picumnus dorbignyanus,Picumnus_dorbignyanus,Aves,Piciformes,Picidae,10.1,-999,-999
Golden-spangled Piculet,Picumnus exilis,Picumnus_exilis,Aves,Piciformes,Picidae,9.575,8.75,9
Greyish Piculet,Picumnus granadensis,Picumnus_granadensis,Aves,Piciformes,Picidae,12.6,-999,12.2
Speckled Piculet,Picumnus innominatus,Picumnus_innominatus,Aves,Piciformes,Picidae,10.825,-999,-999
Lafresnaye's Piculet,Picumnus lafresnayi,Picumnus_lafresnayi,Aves,Piciformes,Picidae,9.4,8.6,9.3
Arrowhead Piculet,Picumnus minutissimus,Picumnus_minutissimus,Aves,Piciformes,Picidae,13.2,12.95,13.5
Mottled Piculet,Picumnus nebulosus,Picumnus_nebulosus,Aves,Piciformes,Picidae,11.8,-999,-999
Black-dotted Piculet,Picumnus nigropunctatus,Picumnus_nigropunctatus,Aves,Piciformes,Picidae,9.575,8.75,9
Olivaceous Piculet,Picumnus olivaceus,Picumnus_olivaceus,Aves,Piciformes,Picidae,13,13,-999
Orinoco Piculet,Picumnus pumilus,Picumnus_pumilus,Aves,Piciformes,Picidae,9.5,-999,-999
Spotted Piculet,Picumnus pygmaeus,Picumnus_pygmaeus,Aves,Piciformes,Picidae,11,11,-999
Rufous-breasted Piculet,Picumnus rufiventris,Picumnus_rufiventris,Aves,Piciformes,Picidae,18.5,-999,-999
Ecuadorian Piculet,Picumnus sclateri,Picumnus_sclateri,Aves,Piciformes,Picidae,12.4,12.4,9.8
White-bellied Piculet,Picumnus spilogaster,Picumnus_spilogaster,Aves,Piciformes,Picidae,13.25,-999,-999
Scaled Piculet,Picumnus squamulatus,Picumnus_squamulatus,Aves,Piciformes,Picidae,10.2,-999,-999
Speckle-chested Piculet,Picumnus steindachneri,Picumnus_steindachneri,Aves,Piciformes,Picidae,9.9,-999,-999
Fine-barred Piculet,Picumnus subtilis,Picumnus_subtilis,Aves,Piciformes,Picidae,10.7,-999,10.4
Ochre-collared Piculet,Picumnus temminckii,Picumnus_temminckii,Aves,Piciformes,Picidae,12,-999,-999
Japanese Green Woodpecker,Picus awokera,Picus_awokera,Aves,Piciformes,Picidae,138,-999,-999
Grey-headed Woodpecker,Picus canus,Picus_canus,Aves,Piciformes,Picidae,137,136,137
Lesser Yellownape,Picus chlorolophus,Picus_chlorolophus,Aves,Piciformes,Picidae,66.66666667,66,65.75
Black-headed Woodpecker,Picus erythropygius,Picus_erythropygius,Aves,Piciformes,Picidae,118,-999,-999
-999,Picus flavinucha,Picus_flavinucha,Aves,Piciformes,Picidae,185,169.5,185
Crimson-winged Woodpecker,Picus puniceus,Picus_puniceus,Aves,Piciformes,Picidae,86.5,-999,-999
Scaly-bellied Woodpecker,Picus squamatus,Picus_squamatus,Aves,Piciformes,Picidae,174.3333333,170,185
Levaillant's Woodpecker,Picus vaillantii,Picus_vaillantii,Aves,Piciformes,Picidae,176,198,166
Streak-breasted Woodpecker,Picus viridanus,Picus_viridanus,Aves,Piciformes,Picidae,116.5,-999,-999
European Green Woodpecker,Picus viridis,Picus_viridis,Aves,Piciformes,Picidae,184.6666667,198,189
Laced Woodpecker,Picus vittatus,Picus_vittatus,Aves,Piciformes,Picidae,109.05,102.8,110.75
Streak-throated Woodpecker,Picus xanthopygaeus,Picus_xanthopygaeus,Aves,Piciformes,Picidae,100.1,-999,-999
Orange-backed Woodpecker,Reinwardtipicus validus,Reinwardtipicus_validus,Aves,Piciformes,Picidae,149,-999,-999
Rufous Piculet,Sasia abnormis,Sasia_abnormis,Aves,Piciformes,Picidae,9.6,-999,-999
African Piculet,Sasia africana,Sasia_africana,Aves,Piciformes,Picidae,9.4,-999,-999
White-browed Piculet,Sasia ochracea,Sasia_ochracea,Aves,Piciformes,Picidae,10.1,-999,-999
Red-naped Sapsucker,Sphyrapicus nuchalis,Sphyrapicus_nuchalis,Aves,Piciformes,Picidae,50.3,49.2,50.5
Red-breasted Sapsucker,Sphyrapicus ruber,Sphyrapicus_ruber,Aves,Piciformes,Picidae,51.45,57.7,58.3
Williamson's Sapsucker,Sphyrapicus thyroideus,Sphyrapicus_thyroideus,Aves,Piciformes,Picidae,48.725,50.8,47.6
Yellow-bellied Sapsucker,Sphyrapicus varius,Sphyrapicus_varius,Aves,Piciformes,Picidae,50.3,49,-999
Red-stained Woodpecker,Veniliornis affinis,Veniliornis_affinis,Aves,Piciformes,Picidae,34.875,33.725,36
Scarlet-backed Woodpecker,Veniliornis callonotus,Veniliornis_callonotus,Aves,Piciformes,Picidae,28.275,24.6,28.275
Golden-collared Woodpecker,Veniliornis cassini,Veniliornis_cassini,Aves,Piciformes,Picidae,34.6,-999,-999
Choco Woodpecker,Veniliornis chocoensis,Veniliornis_chocoensis,Aves,Piciformes,Picidae,34.3,-999,-999
Yellow-vented Woodpecker,Veniliornis dignus,Veniliornis_dignus,Aves,Piciformes,Picidae,37.85,-999,-999
Dot-fronted Woodpecker,Veniliornis frontalis,Veniliornis_frontalis,Aves,Piciformes,Picidae,36.7,-999,-999
Red-rumped Woodpecker,Veniliornis kirkii,Veniliornis_kirkii,Aves,Piciformes,Picidae,28.8,-999,-999
Striped Woodpecker,Veniliornis lignarius,Veniliornis_lignarius,Aves,Piciformes,Picidae,38.8,-999,-999
Checkered Woodpecker,Veniliornis mixtus,Veniliornis_mixtus,Aves,Piciformes,Picidae,30,27.25,30.3
Bar-bellied Woodpecker,Veniliornis nigriceps,Veniliornis_nigriceps,Aves,Piciformes,Picidae,45.8,42.2,45.8
Little Woodpecker,Veniliornis passerinus,Veniliornis_passerinus,Aves,Piciformes,Picidae,32.1,-999,-999
Blood-colored Woodpecker,Veniliornis sanguineus,Veniliornis_sanguineus,Aves,Piciformes,Picidae,27,-999,-999
White-spotted Woodpecker,Veniliornis spilogaster,Veniliornis_spilogaster,Aves,Piciformes,Picidae,40.3,-999,-999
Cuban Green Woodpecker,Xiphidiopicus percussus,Xiphidiopicus_percussus,Aves,Piciformes,Picidae,67,61.65,69.75
Hooded Mountain Toucan,Andigena cucullata,Andigena_cucullata,Aves,Piciformes,Ramphastidae,312.5,300.5,326
Grey-breasted Mountain Toucan,Andigena hypoglauca,Andigena_hypoglauca,Aves,Piciformes,Ramphastidae,315.5,290.75,338.75
Plate-billed Mountain Toucan,Andigena laminirostris,Andigena_laminirostris,Aves,Piciformes,Ramphastidae,313,-999,-999
Black-billed Mountain Toucan,Andigena nigrirostris,Andigena_nigrirostris,Aves,Piciformes,Ramphastidae,350.5,-999,-999
Blue-banded Toucanet,Aulacorhynchus coeruleicinctis,Aulacorhynchus_coeruleicinctis,Aves,Piciformes,Ramphastidae,211.5,-999,-999
Chestnut-tipped Toucanet,Aulacorhynchus derbianus,Aulacorhynchus_derbianus,Aves,Piciformes,Ramphastidae,216.75,205.75,223.5
Crimson-rumped Toucanet,Aulacorhynchus haematopygus,Aulacorhynchus_haematopygus,Aves,Piciformes,Ramphastidae,205,205,220.5
Yellow-browed Toucanet,Aulacorhynchus huallagae,Aulacorhynchus_huallagae,Aves,Piciformes,Ramphastidae,264,278,262
Emerald Toucanet,Aulacorhynchus prasinus,Aulacorhynchus_prasinus,Aves,Piciformes,Ramphastidae,175.8333333,170,180
Groove-billed Toucanet,Aulacorhynchus sulcatus,Aulacorhynchus_sulcatus,Aves,Piciformes,Ramphastidae,171,-999,-999
Black-necked Aracari,Pteroglossus aracari,Pteroglossus_aracari,Aves,Piciformes,Ramphastidae,261.75,221.25,270
Ivory-billed Aracari,Pteroglossus azara,Pteroglossus_azara,Aves,Piciformes,Ramphastidae,153.25,-999,-999
Saffron Toucanet,Pteroglossus bailloni,Pteroglossus_bailloni,Aves,Piciformes,Ramphastidae,147.75,-999,-999
Curl-crested Aracari,Pteroglossus beauharnaesii,Pteroglossus_beauharnaesii,Aves,Piciformes,Ramphastidae,216,228.5,207.25
Red-necked Aracari,Pteroglossus bitorquatus,Pteroglossus_bitorquatus,Aves,Piciformes,Ramphastidae,143.5,-999,-999
Chestnut-eared Aracari,Pteroglossus castanotis,Pteroglossus_castanotis,Aves,Piciformes,Ramphastidae,258.125,-999,-999
Fiery-billed Aracari,Pteroglossus frantzii,Pteroglossus_frantzii,Aves,Piciformes,Ramphastidae,216.5,190.125,227.75
Lettered Aracari,Pteroglossus inscriptus,Pteroglossus_inscriptus,Aves,Piciformes,Ramphastidae,134.25,120.125,134.25
Many-banded Aracari,Pteroglossus pluricinctus,Pteroglossus_pluricinctus,Aves,Piciformes,Ramphastidae,254.75,241,275.25
Collared Aracari,Pteroglossus torquatus,Pteroglossus_torquatus,Aves,Piciformes,Ramphastidae,193.75,190.125,198.375
Green Aracari,Pteroglossus viridis,Pteroglossus_viridis,Aves,Piciformes,Ramphastidae,138,-999,-999
Black-mandibled Toucan,Ramphastos ambiguus,Ramphastos_ambiguus,Aves,Piciformes,Ramphastidae,694.5,623.5,709
Choco Toucan,Ramphastos brevis,Ramphastos_brevis,Aves,Piciformes,Ramphastidae,664,623.5,709
Green-billed Toucan,Ramphastos dicolorus,Ramphastos_dicolorus,Aves,Piciformes,Ramphastidae,325.5,-999,-999
Keel-billed Toucan,Ramphastos sulfuratus,Ramphastos_sulfuratus,Aves,Piciformes,Ramphastidae,430,386.5,435.125
Toco Toucan,Ramphastos toco,Ramphastos_toco,Aves,Piciformes,Ramphastidae,618,-999,-999
White-throated Toucan,Ramphastos tucanus,Ramphastos_tucanus,Aves,Piciformes,Ramphastidae,688.5,688.5,713.5
Channel-billed Toucan,Ramphastos vitellinus,Ramphastos_vitellinus,Aves,Piciformes,Ramphastidae,361.5,344.5,372.5
Gould's Toucanet,Selenidera gouldii,Selenidera_gouldii,Aves,Piciformes,Ramphastidae,173.75,173.75,187.75
Spot-billed Toucanet,Selenidera maculirostris,Selenidera_maculirostris,Aves,Piciformes,Ramphastidae,164.25,-999,-999
Tawny-tufted Toucanet,Selenidera nattereri,Selenidera_nattereri,Aves,Piciformes,Ramphastidae,164,153,164.25
Guianan Toucanet,Selenidera piperivora,Selenidera_piperivora,Aves,Piciformes,Ramphastidae,147,-999,-999
Golden-collared Toucanet,Selenidera reinwardtii,Selenidera_reinwardtii,Aves,Piciformes,Ramphastidae,156.75,156.75,176
Yellow-eared Toucanet,Selenidera spectabilis,Selenidera_spectabilis,Aves,Piciformes,Ramphastidae,219,-999,-999
Prong-billed Barbet,Semnornis frantzii,Semnornis_frantzii,Aves,Piciformes,Semnornithidae,59.65,-999,-999
Toucan Barbet,Semnornis ramphastinus,Semnornis_ramphastinus,Aves,Piciformes,Semnornithidae,98.1,-999,-999
Clark's Grebe,Aechmophorus clarkii,Aechmophorus_clarkii,Aves,Podicipediformes,Podicipedidae,1259.625,1066.125,1282.875
Western Grebe,Aechmophorus occidentalis,Aechmophorus_occidentalis,Aves,Podicipediformes,Podicipedidae,1314,1074,1283.5
Horned Grebe,Podiceps auritus,Podiceps_auritus,Aves,Podicipediformes,Podicipedidae,420.5833333,378,441
Great Crested Grebe,Podiceps cristatus,Podiceps_cristatus,Aves,Podicipediformes,Podicipedidae,739,830,920
Hooded Grebe,Podiceps gallardoi,Podiceps_gallardoi,Aves,Podicipediformes,Podicipedidae,577.5,-999,-999
Red-necked Grebe,Podiceps grisegena,Podiceps_grisegena,Aves,Podicipediformes,Podicipedidae,946.5,823,873.5
Great Grebe,Podiceps major,Podiceps_major,Aves,Podicipediformes,Podicipedidae,1646,1646,-999
Black-necked Grebe,Podiceps nigricollis,Podiceps_nigricollis,Aves,Podicipediformes,Podicipedidae,380,319,375.25
Silvery Grebe,Podiceps occipitalis,Podiceps_occipitalis,Aves,Podicipediformes,Podicipedidae,321,307,335
Junin Grebe,Podiceps taczanowskii,Podiceps_taczanowskii,Aves,Podicipediformes,Podicipedidae,391.5,360,423
Pied-billed Grebe,Podilymbus podiceps,Podilymbus_podiceps,Aves,Podicipediformes,Podicipedidae,440,358,498
Hoary-headed Grebe,Poliocephalus poliocephalus,Poliocephalus_poliocephalus,Aves,Podicipediformes,Podicipedidae,240.5,223.1,257.9
New Zealand Grebe,Poliocephalus rufopectus,Poliocephalus_rufopectus,Aves,Podicipediformes,Podicipedidae,248.75,251.9,245.6
