ebird_COMMON_NAME,ebird_SCIENTIFIC_NAME,order,family,TipLabel
Rustic Bunting,Emberiza rustica,Passeriformes,Emberizidae (Old World Buntings),Emberiza_rustica
Yellow Bunting,Emberiza sulphurata,Passeriformes,Emberizidae (Old World Buntings),Emberiza_sulphurata
Black-faced Bunting,Emberiza spodocephala,Passeriformes,Emberizidae (Old World Buntings),Emberiza_spodocephala
Chestnut Bunting,Emberiza rutila,Passeriformes,Emberizidae (Old World Buntings),Emberiza_rutila
Yellow-browed Bunting,Emberiza chrysophrys,Passeriformes,Emberizidae (Old World Buntings),Emberiza_chrysophrys
Tristram's Bunting,Emberiza tristrami,Passeriformes,Emberizidae (Old World Buntings),Emberiza_tristrami
Gray Bunting,Emberiza variabilis,Passeriformes,Emberizidae (Old World Buntings),Emberiza_variabilis
Tanager Finch,Oreothraupis arremonops,Passeriformes,Passerellidae (New World Sparrows),Oreothraupis_arremonops
Yellow-throated Chlorospingus,Chlorospingus flavigularis,Passeriformes,Passerellidae (New World Sparrows),Chlorospingus_flavigularis
Short-billed Chlorospingus,Chlorospingus parvirostris,Passeriformes,Passerellidae (New World Sparrows),Chlorospingus_parvirostris
Ashy-throated Chlorospingus,Chlorospingus canigularis,Passeriformes,Passerellidae (New World Sparrows),Chlorospingus_canigularis
Sooty-capped Chlorospingus,Chlorospingus pileatus,Passeriformes,Passerellidae (New World Sparrows),Chlorospingus_pileatus
Common Chlorospingus,Chlorospingus flavopectus,Passeriformes,Passerellidae (New World Sparrows),Chlorospingus_ophthalmicus
Tacarcuna Chlorospingus,Chlorospingus tacarcunae,Passeriformes,Passerellidae (New World Sparrows),Chlorospingus_tacarcunae
Pirre Chlorospingus,Chlorospingus inornatus,Passeriformes,Passerellidae (New World Sparrows),Chlorospingus_inornatus
Dusky Chlorospingus,Chlorospingus semifuscus,Passeriformes,Passerellidae (New World Sparrows),Chlorospingus_semifuscus
Yellow-green Chlorospingus,Chlorospingus flavovirens,Passeriformes,Passerellidae (New World Sparrows),Chlorospingus_flavovirens
Tumbes Sparrow,Rhynchospiza stolzmanni,Passeriformes,Passerellidae (New World Sparrows),Aimophila_stolzmanni
Stripe-capped Sparrow,Rhynchospiza strigiceps,Passeriformes,Passerellidae (New World Sparrows),Aimophila_strigiceps
Rufous-winged Sparrow,Peucaea carpalis,Passeriformes,Passerellidae (New World Sparrows),Aimophila_carpalis
Cinnamon-tailed Sparrow,Peucaea sumichrasti,Passeriformes,Passerellidae (New World Sparrows),Aimophila_sumichrasti
Stripe-headed Sparrow,Peucaea ruficauda,Passeriformes,Passerellidae (New World Sparrows),Aimophila_ruficauda
Black-chested Sparrow,Peucaea humeralis,Passeriformes,Passerellidae (New World Sparrows),Aimophila_humeralis
Bridled Sparrow,Peucaea mystacalis,Passeriformes,Passerellidae (New World Sparrows),Aimophila_mystacalis
Botteri's Sparrow,Peucaea botterii,Passeriformes,Passerellidae (New World Sparrows),Aimophila_botterii
Cassin's Sparrow,Peucaea cassinii,Passeriformes,Passerellidae (New World Sparrows),Aimophila_cassinii
Bachman's Sparrow,Peucaea aestivalis,Passeriformes,Passerellidae (New World Sparrows),Aimophila_aestivalis
Grasshopper Sparrow,Ammodramus savannarum,Passeriformes,Passerellidae (New World Sparrows),Ammodramus_savannarum
Grassland Sparrow,Ammodramus humeralis,Passeriformes,Passerellidae (New World Sparrows),Ammodramus_humeralis
Yellow-browed Sparrow,Ammodramus aurifrons,Passeriformes,Passerellidae (New World Sparrows),Ammodramus_aurifrons
Olive Sparrow,Arremonops rufivirgatus,Passeriformes,Passerellidae (New World Sparrows),Arremonops_rufivirgatus
Green-backed Sparrow,Arremonops chloronotus,Passeriformes,Passerellidae (New World Sparrows),Arremonops_chloronotus
Black-striped Sparrow,Arremonops conirostris,Passeriformes,Passerellidae (New World Sparrows),Arremonops_conirostris
Tocuyo Sparrow,Arremonops tocuyensis,Passeriformes,Passerellidae (New World Sparrows),Arremonops_tocuyensis
Chipping Sparrow,Spizella passerina,Passeriformes,Passerellidae (New World Sparrows),Spizella_passerina
Clay-colored Sparrow,Spizella pallida,Passeriformes,Passerellidae (New World Sparrows),Spizella_pallida
Black-chinned Sparrow,Spizella atrogularis,Passeriformes,Passerellidae (New World Sparrows),Spizella_atrogularis
Field Sparrow,Spizella pusilla,Passeriformes,Passerellidae (New World Sparrows),Spizella_pusilla
Brewer's Sparrow,Spizella breweri,Passeriformes,Passerellidae (New World Sparrows),Spizella_breweri
Worthen's Sparrow,Spizella wortheni,Passeriformes,Passerellidae (New World Sparrows),Spizella_wortheni
Black-throated Sparrow,Amphispiza bilineata,Passeriformes,Passerellidae (New World Sparrows),Amphispiza_bilineata
Five-striped Sparrow,Amphispiza quinquestriata,Passeriformes,Passerellidae (New World Sparrows),Aimophila_quinquestriata
Lark Sparrow,Chondestes grammacus,Passeriformes,Passerellidae (New World Sparrows),Chondestes_grammacus
Lark Bunting,Calamospiza melanocorys,Passeriformes,Passerellidae (New World Sparrows),Calamospiza_melanocorys
Costa Rican Brushfinch,Arremon costaricensis,Passeriformes,Passerellidae (New World Sparrows),NA
Sierra Nevada Brushfinch,Arremon basilicus,Passeriformes,Passerellidae (New World Sparrows),NA
Perija Brushfinch,Arremon perijanus,Passeriformes,Passerellidae (New World Sparrows),NA
Black-headed Brushfinch,Arremon atricapillus,Passeriformes,Passerellidae (New World Sparrows),NA
Caracas Brushfinch,Arremon phaeopleurus,Passeriformes,Passerellidae (New World Sparrows),NA
Paria Brushfinch,Arremon phygas,Passeriformes,Passerellidae (New World Sparrows),NA
Gray-browed Brushfinch,Arremon assimilis,Passeriformes,Passerellidae (New World Sparrows),NA
White-browed Brushfinch,Arremon torquatus,Passeriformes,Passerellidae (New World Sparrows),Arremon_torquatus
Orange-billed Sparrow,Arremon aurantiirostris,Passeriformes,Passerellidae (New World Sparrows),Arremon_aurantiirostris
Black-capped Sparrow,Arremon abeillei,Passeriformes,Passerellidae (New World Sparrows),Arremon_abeillei
Golden-winged Sparrow,Arremon schlegeli,Passeriformes,Passerellidae (New World Sparrows),Arremon_schlegeli
Pectoral Sparrow,Arremon taciturnus,Passeriformes,Passerellidae (New World Sparrows),Arremon_taciturnus
Sao Francisco Sparrow,Arremon franciscanus,Passeriformes,Passerellidae (New World Sparrows),Arremon_franciscanus
Half-collared Sparrow,Arremon semitorquatus,Passeriformes,Passerellidae (New World Sparrows),Arremon_semitorquatus
Saffron-billed Sparrow,Arremon flavirostris,Passeriformes,Passerellidae (New World Sparrows),Arremon_flavirostris
Green-striped Brushfinch,Arremon virenticeps,Passeriformes,Passerellidae (New World Sparrows),Arremon_virenticeps
Chestnut-capped Brushfinch,Arremon brunneinucha,Passeriformes,Passerellidae (New World Sparrows),Arremon_brunneinucha
Sooty-faced Finch,Arremon crassirostris,Passeriformes,Passerellidae (New World Sparrows),Arremon_crassirostris
Olive Finch,Arremon castaneiceps,Passeriformes,Passerellidae (New World Sparrows),Arremon_castaneiceps
American Tree Sparrow,Spizelloides arborea,Passeriformes,Passerellidae (New World Sparrows),Spizella_arborea
Fox Sparrow,Passerella iliaca,Passeriformes,Passerellidae (New World Sparrows),Passerella_iliaca
Dark-eyed Junco,Junco hyemalis,Passeriformes,Passerellidae (New World Sparrows),Junco_hyemalis
Guadalupe Junco,Junco insularis,Passeriformes,Passerellidae (New World Sparrows),Junco_insularis
Yellow-eyed Junco,Junco phaeonotus,Passeriformes,Passerellidae (New World Sparrows),Junco_phaeonotus
Baird's Junco,Junco bairdi,Passeriformes,Passerellidae (New World Sparrows),NA
Volcano Junco,Junco vulcani,Passeriformes,Passerellidae (New World Sparrows),Junco_vulcani
Rufous-collared Sparrow,Zonotrichia capensis,Passeriformes,Passerellidae (New World Sparrows),Zonotrichia_capensis
White-crowned Sparrow,Zonotrichia leucophrys,Passeriformes,Passerellidae (New World Sparrows),Zonotrichia_leucophrys
Golden-crowned Sparrow,Zonotrichia atricapilla,Passeriformes,Passerellidae (New World Sparrows),Zonotrichia_atricapilla
Harris's Sparrow,Zonotrichia querula,Passeriformes,Passerellidae (New World Sparrows),Zonotrichia_querula
White-throated Sparrow,Zonotrichia albicollis,Passeriformes,Passerellidae (New World Sparrows),Zonotrichia_albicollis
Sagebrush Sparrow,Artemisiospiza nevadensis,Passeriformes,Passerellidae (New World Sparrows),NA
Bell's Sparrow,Artemisiospiza belli,Passeriformes,Passerellidae (New World Sparrows),Amphispiza_belli
Striped Sparrow,Oriturus superciliosus,Passeriformes,Passerellidae (New World Sparrows),Oriturus_superciliosus
Vesper Sparrow,Pooecetes gramineus,Passeriformes,Passerellidae (New World Sparrows),Pooecetes_gramineus
LeConte's Sparrow,Ammospiza leconteii,Passeriformes,Passerellidae (New World Sparrows),Ammodramus_leconteii
Seaside Sparrow,Ammospiza maritima,Passeriformes,Passerellidae (New World Sparrows),Ammodramus_maritimus
Nelson's Sparrow,Ammospiza nelsoni,Passeriformes,Passerellidae (New World Sparrows),Ammodramus_nelsoni
Saltmarsh Sparrow,Ammospiza caudacuta,Passeriformes,Passerellidae (New World Sparrows),Ammodramus_caudacutus
Savannah Sparrow,Passerculus sandwichensis,Passeriformes,Passerellidae (New World Sparrows),Passerculus_sandwichensis
Baird's Sparrow,Centronyx bairdii,Passeriformes,Passerellidae (New World Sparrows),Ammodramus_bairdii
Henslow's Sparrow,Centronyx henslowii,Passeriformes,Passerellidae (New World Sparrows),Ammodramus_henslowii
Sierra Madre Sparrow,Xenospiza baileyi,Passeriformes,Passerellidae (New World Sparrows),Xenospiza_baileyi
Song Sparrow,Melospiza melodia,Passeriformes,Passerellidae (New World Sparrows),Melospiza_melodia
Lincoln's Sparrow,Melospiza lincolnii,Passeriformes,Passerellidae (New World Sparrows),Melospiza_lincolnii
Swamp Sparrow,Melospiza georgiana,Passeriformes,Passerellidae (New World Sparrows),Melospiza_georgiana
Large-footed Finch,Pezopetes capitalis,Passeriformes,Passerellidae (New World Sparrows),Pezopetes_capitalis
Zapata Sparrow,Torreornis inexpectata,Passeriformes,Passerellidae (New World Sparrows),Torreornis_inexpectata
Rusty-crowned Ground-Sparrow,Melozone kieneri,Passeriformes,Passerellidae (New World Sparrows),Melozone_kieneri
Canyon Towhee,Melozone fusca,Passeriformes,Passerellidae (New World Sparrows),Pipilo_fuscus
White-throated Towhee,Melozone albicollis,Passeriformes,Passerellidae (New World Sparrows),Pipilo_albicollis
Abert's Towhee,Melozone aberti,Passeriformes,Passerellidae (New World Sparrows),Pipilo_aberti
California Towhee,Melozone crissalis,Passeriformes,Passerellidae (New World Sparrows),Pipilo_crissalis
White-eared Ground-Sparrow,Melozone leucotis,Passeriformes,Passerellidae (New World Sparrows),Melozone_leucotis
White-faced Ground-Sparrow,Melozone biarcuata,Passeriformes,Passerellidae (New World Sparrows),Melozone_biarcuata
Cabanis's Ground-Sparrow,Melozone cabanisi,Passeriformes,Passerellidae (New World Sparrows),Melozone_cabanisi
Rusty Sparrow,Aimophila rufescens,Passeriformes,Passerellidae (New World Sparrows),Aimophila_rufescens
Rufous-crowned Sparrow,Aimophila ruficeps,Passeriformes,Passerellidae (New World Sparrows),Aimophila_ruficeps
Oaxaca Sparrow,Aimophila notosticta,Passeriformes,Passerellidae (New World Sparrows),Aimophila_notosticta
Green-tailed Towhee,Pipilo chlorurus,Passeriformes,Passerellidae (New World Sparrows),Pipilo_chlorurus
Spotted Towhee,Pipilo maculatus,Passeriformes,Passerellidae (New World Sparrows),Pipilo_maculatus
Eastern Towhee,Pipilo erythrophthalmus,Passeriformes,Passerellidae (New World Sparrows),Pipilo_erythrophthalmus
Collared Towhee,Pipilo ocai,Passeriformes,Passerellidae (New World Sparrows),Pipilo_ocai
Yellow-thighed Finch,Pselliophorus tibialis,Passeriformes,Passerellidae (New World Sparrows),Pselliophorus_tibialis
Yellow-green Finch,Pselliophorus luteoviridis,Passeriformes,Passerellidae (New World Sparrows),Pselliophorus_luteoviridis
Rufous-capped Brushfinch,Atlapetes pileatus,Passeriformes,Passerellidae (New World Sparrows),Atlapetes_pileatus
White-naped Brushfinch,Atlapetes albinucha,Passeriformes,Passerellidae (New World Sparrows),Atlapetes_albinucha
Moustached Brushfinch,Atlapetes albofrenatus,Passeriformes,Passerellidae (New World Sparrows),Atlapetes_albofrenatus
Tepui Brushfinch,Atlapetes personatus,Passeriformes,Passerellidae (New World Sparrows),Atlapetes_personatus
Santa Marta Brushfinch,Atlapetes melanocephalus,Passeriformes,Passerellidae (New World Sparrows),Atlapetes_melanocephalus
Ochre-breasted Brushfinch,Atlapetes semirufus,Passeriformes,Passerellidae (New World Sparrows),Atlapetes_semirufus
Yellow-headed Brushfinch,Atlapetes flaviceps,Passeriformes,Passerellidae (New World Sparrows),Atlapetes_flaviceps
Dusky-headed Brushfinch,Atlapetes fuscoolivaceus,Passeriformes,Passerellidae (New World Sparrows),Atlapetes_fuscoolivaceus
White-rimmed Brushfinch,Atlapetes leucopis,Passeriformes,Passerellidae (New World Sparrows),Atlapetes_leucopis
White-headed Brushfinch,Atlapetes albiceps,Passeriformes,Passerellidae (New World Sparrows),Atlapetes_albiceps
Rufous-eared Brushfinch,Atlapetes rufigenis,Passeriformes,Passerellidae (New World Sparrows),Atlapetes_rufigenis
Tricolored Brushfinch,Atlapetes tricolor,Passeriformes,Passerellidae (New World Sparrows),Atlapetes_tricolor
Slaty Brushfinch,Atlapetes schistaceus,Passeriformes,Passerellidae (New World Sparrows),Atlapetes_schistaceus
Pale-naped Brushfinch,Atlapetes pallidinucha,Passeriformes,Passerellidae (New World Sparrows),Atlapetes_pallidinucha
Antioquia Brushfinch,Atlapetes blancae,Passeriformes,Passerellidae (New World Sparrows),NA
Yellow-breasted Brushfinch,Atlapetes latinuchus,Passeriformes,Passerellidae (New World Sparrows),Atlapetes_latinuchus
White-winged Brushfinch,Atlapetes leucopterus,Passeriformes,Passerellidae (New World Sparrows),Atlapetes_leucopterus
Pale-headed Brushfinch,Atlapetes pallidiceps,Passeriformes,Passerellidae (New World Sparrows),Atlapetes_pallidiceps
Bay-crowned Brushfinch,Atlapetes seebohmi,Passeriformes,Passerellidae (New World Sparrows),Atlapetes_seebohmi
Rusty-bellied Brushfinch,Atlapetes nationi,Passeriformes,Passerellidae (New World Sparrows),Atlapetes_nationi
Apurimac Brushfinch,Atlapetes forbesi,Passeriformes,Passerellidae (New World Sparrows),Atlapetes_forbesi
Black-spectacled Brushfinch,Atlapetes melanopsis,Passeriformes,Passerellidae (New World Sparrows),Atlapetes_melanopsis
Vilcabamba Brushfinch,Atlapetes terborghi,Passeriformes,Passerellidae (New World Sparrows),Atlapetes_terborghi
Cuzco Brushfinch,Atlapetes canigenis,Passeriformes,Passerellidae (New World Sparrows),Atlapetes_canigenis
Black-faced Brushfinch,Atlapetes melanolaemus,Passeriformes,Passerellidae (New World Sparrows),Atlapetes_melanolaemus
Bolivian Brushfinch,Atlapetes rufinucha,Passeriformes,Passerellidae (New World Sparrows),Atlapetes_rufinucha
Fulvous-headed Brushfinch,Atlapetes fulviceps,Passeriformes,Passerellidae (New World Sparrows),Atlapetes_fulviceps
Yellow-striped Brushfinch,Atlapetes citrinellus,Passeriformes,Passerellidae (New World Sparrows),Atlapetes_citrinellus
Western Chat-Tanager,Calyptophilus tertius,Passeriformes,Calyptophilidae (Chat-Tanagers),Calyptophilus_tertius
Eastern Chat-Tanager,Calyptophilus frugivorus,Passeriformes,Calyptophilidae (Chat-Tanagers),Calyptophilus_frugivorus
Black-crowned Palm-Tanager,Phaenicophilus palmarum,Passeriformes,Phaenicophilidae (Hispaniolan Tanagers),Phaenicophilus_palmarum
Gray-crowned Palm-Tanager,Phaenicophilus poliocephalus,Passeriformes,Phaenicophilidae (Hispaniolan Tanagers),Phaenicophilus_poliocephalus
White-winged Warbler,Xenoligea montana,Passeriformes,Phaenicophilidae (Hispaniolan Tanagers),Xenoligea_montana
Green-tailed Warbler,Microligea palustris,Passeriformes,Phaenicophilidae (Hispaniolan Tanagers),Microligea_palustris
Puerto Rican Tanager,Nesospingus speculiferus,Passeriformes,Nesospingidae (Puerto Rican Tanager),Nesospingus_speculiferus
Western Spindalis,Spindalis zena,Passeriformes,Spindalidae (Spindalises),Spindalis_zena
Jamaican Spindalis,Spindalis nigricephala,Passeriformes,Spindalidae (Spindalises),Spindalis_nigricephala
Hispaniolan Spindalis,Spindalis dominicensis,Passeriformes,Spindalidae (Spindalises),Spindalis_dominicensis
Puerto Rican Spindalis,Spindalis portoricensis,Passeriformes,Spindalidae (Spindalises),Spindalis_portoricensis
Wrenthrush,Zeledonia coronata,Passeriformes,Zeledoniidae (Wrenthrush),Zeledonia_coronata
Yellow-headed Warbler,Teretistris fernandinae,Passeriformes,Teretistridae (Cuban Warblers),Teretistris_fernandinae
Oriente Warbler,Teretistris fornsi,Passeriformes,Teretistridae (Cuban Warblers),Teretistris_fornsi
Yellow-breasted Chat,Icteria virens,Passeriformes,Icteriidae (Yellow-breasted Chat),Icteria_virens
Yellow-headed Blackbird,Xanthocephalus xanthocephalus,Passeriformes,Icteridae (Troupials and Allies),Xanthocephalus_xanthocephalus
Bobolink,Dolichonyx oryzivorus,Passeriformes,Icteridae (Troupials and Allies),Dolichonyx_oryzivorus
Western Meadowlark,Sturnella neglecta,Passeriformes,Icteridae (Troupials and Allies),Sturnella_neglecta
Eastern Meadowlark,Sturnella magna,Passeriformes,Icteridae (Troupials and Allies),Sturnella_magna
Red-breasted Meadowlark,Leistes militaris,Passeriformes,Icteridae (Troupials and Allies),Sturnella_militaris
White-browed Meadowlark,Leistes superciliaris,Passeriformes,Icteridae (Troupials and Allies),Sturnella_superciliaris
Peruvian Meadowlark,Leistes bellicosus,Passeriformes,Icteridae (Troupials and Allies),Sturnella_bellicosa
Pampas Meadowlark,Leistes defilippii,Passeriformes,Icteridae (Troupials and Allies),Sturnella_defilippii
Long-tailed Meadowlark,Leistes loyca,Passeriformes,Icteridae (Troupials and Allies),Sturnella_loyca
Yellow-billed Cacique,Amblycercus holosericeus,Passeriformes,Icteridae (Troupials and Allies),Amblycercus_holosericeus
Yellow-winged Cacique,Cassiculus melanicterus,Passeriformes,Icteridae (Troupials and Allies),Cacicus_melanicterus
Russet-backed Oropendola,Psarocolius angustifrons,Passeriformes,Icteridae (Troupials and Allies),Psarocolius_angustifrons
Dusky-green Oropendola,Psarocolius atrovirens,Passeriformes,Icteridae (Troupials and Allies),Psarocolius_atrovirens
Green Oropendola,Psarocolius viridis,Passeriformes,Icteridae (Troupials and Allies),Psarocolius_viridis
Crested Oropendola,Psarocolius decumanus,Passeriformes,Icteridae (Troupials and Allies),Psarocolius_decumanus
Chestnut-headed Oropendola,Psarocolius wagleri,Passeriformes,Icteridae (Troupials and Allies),Psarocolius_wagleri
Montezuma Oropendola,Psarocolius montezuma,Passeriformes,Icteridae (Troupials and Allies),Psarocolius_montezuma
Black Oropendola,Psarocolius guatimozinus,Passeriformes,Icteridae (Troupials and Allies),Psarocolius_guatimozinus
Baudo Oropendola,Psarocolius cassini,Passeriformes,Icteridae (Troupials and Allies),Psarocolius_cassini
Olive Oropendola,Psarocolius bifasciatus,Passeriformes,Icteridae (Troupials and Allies),Psarocolius_bifasciatus
Solitary Black Cacique,Cacicus solitarius,Passeriformes,Icteridae (Troupials and Allies),Cacicus_solitarius
